ID,MODEL,MAKE,DESCRIPTIO,FLASH,CATEGORY,LOCATION,CLASS,BARCODESKU,UM,LIST,RETAIL,SYSTEM,DEALER,JOBBER,COST,AVG_COST,TEMP_COST,TEMP_DATE,TAXABLE,SPIFF,VENDOR1_ID,VENDOR1_PA,VENDOR2_ID,VENDOR2_PA,ON_HAND,COMMITED,MAX_STOCK,RO_POINT,RO_QUAN,ON_ORDER,EXP_ACCT,SOLD_MONTH,SOLD_YEAR,MTD_AMOUNT,YTD_AMOUNT,SUGG_TYPE,MOUNT_SIZE,DISP_LOC,FEATURES1,FEATURES2,FEATURES3,FEATURES4,FEATURES5,FEATURES6,DEFECTIVE,DEF_MONTH,DEF_YEAR,MEMO,PICTURE,LAST_UPD,HQ_INVC,FORCE_SER,TAX_MISC,ACTIVE_ITM,CELL_ITEM,PAGE_ITEM,VNDR1_NAME,VNDR1_PHON,VNDR2_NAME,VNDR2_PHON,SHOW_ON_MTC,STORE_NUM,LAST_USER,LAST_DATE,LAST_TIME,MANU_SPIFF,MANU_SPIFF_AMOUNT,MANU_SPIFF_ID,MANU_SPIFF_NAME,MANU_SPIFF_TYPE,MANU_SPIFF_INFO1,MANU_SPIFF_INFO2,NONTAXABLE,CHARGE_ADDITIONAL_TAX,ADDITIONAL_TAX,MANU_SPIFF_SALES_AMOUNT,REC_DELETED,GL_SALES,GL_INVENTORY,GL_CostOfSales,MANU_SPIFF_ALT_PROMPT1,MANU_SPIFF_ALT_PROMPT2,DATE_LAST_SOLD,PROMPT_FOR_COST,ONLINE,ITEM_PICTURE
"533152710046347","1605-TC","RANGER","CONNECT 2 BAR CARGO RACK","1 HOUR LABOR / QUICK SHIP","ROOF RACK","","ROOF RACK","01-01-22","EACH",499,499,499,449.1,433.91,289.42,335.53,,"",,,"5321","1605-TC","","1605-TC",1,0,1,0,3,0,"",23,23,10157.17,10157.17,"","","","","","","","","",,,,"ALUMINUM 18 LBS / WITH ROOF TRACKS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","4/29/2022","9:19:26 AM",,,"","","",,,,,,,"","","","","","","","",,""
"533453367750495","6003","RANGER","ALUM 5 TIER FREON RACK-LRG BOTTLES","1 HOUR LABOR / QUICK SHIP","STORAGE","","STORAGE","01-01-22","EACH",651,651,651,585.9,566.09,377.58,347.42,,"",,,"5321","6003","","6003",0,0,1,,5,0,"",16,16,8435,8435,"","","","","","","","","",,,,"ALUMINUM 36 LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","3/16/2022","4:31:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534038389890287","75691","DRAW TITE","09-14 FORD F150 CLASS III HITCH","","TOWING","","HITCH","","",190,190,190,175,172.13,114.81,114.81,,"",,,"0401","75691","","75691",0,0,1,0,,0,"",,,,,"","","","","","","","","",,,,"6000 LBS GTW / 600 LBS TW **","","","",,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","8/15/2018","2:07:51 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534140361046821","LS-5050-300RGB","SUNYCO","LED ROPE MULTI LIGHT W/ REMOTE","","LIGHTS","SHOWROOM","LIGHTS","04-17-14","EACH",69.95,69.95,69.95,69.95,52.47,35,35,,"",,,"","LS-5050-300RGB","","LS-5050-300RGB",1,0,,,1,,"",1,1,62.95,62.95,"","","","","","","","","",,,,"","","","",,,True,,,"SUNYCO","","","",,"","","2/3/2015","4:52:56 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534436692515168","CG1000-9548","CARGO GLIDE","1000 75% LB FULL SIZE","$150 INSTALL","1000 / 75","","CARGOGLIDE","5-9-19","EACH",1460.57,1460.57,1460.57,1460.57,1296.85,963.68,,,"",,,"7177","CG1000-9548","","CG1000-9548",0,2,0,,-3,2,"",21,21,24931,24931,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","5/12/2022","10:33:00 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534436804984285","CG1500-9548","CARGO GLIDE","1500 75% LB FULL SIZE","$150 INSTALL","1500 / 75","","CARGOGLIDE","5-9-19","EACH",1966.48,1966.48,1966.48,1966.48,1551.72,1127,1254.74,,"",,,"7177","CG1500-9548","","CG1500-9548",1,4,,,1,0,"",12,12,19269,19269,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","7/15/2022","10:59:06 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534436891609228","CG2200HD-6548","CARGO GLIDE","2200 75% XSB FULL SIZE","$150 INSTALL","2200 / 75","","CARGOGLIDE","5-9-19","EACH",2499.75,2499.75,2499.75,2499.75,1904.05,1413,1201.55,,"",,,"7177","CG2200HD-6548","","CG2200HD-6548",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","9/28/2021","11:33:30 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534437000062472","CG1500XL-6548","CARGO GLIDE","1500 100% XSB FS","$150 INSTALL","1500 / 100","","CARGOGLIDE","5-9-19","EACH",3595.81,3595.81,3595.81,3595.81,2578.71,2131,1532.33,,"",,,"7177","CG1500XL-6548","","CG1500XL-6548",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","9/28/2021","11:32:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534437070578783","CG2200XL-6548","CARGO GLIDE","2200 100% XSB FULL SIZE","$150 INSTALL / ADD LAST 4 TO PART #","2200 / 100","","CARGOGLIDE","5-9-19","EACH",3831.47,3831.47,3831.47,3831.47,3361.32,2242,1795,,"",,,"7177","CG2200XL-6548","","CG2200XL-6548",,-1,,,-1,,"",1,1,2081.98,2081.98,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","9/28/2021","11:34:08 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534438367390569","WCN2-BK2","CTW","50FT. 2GA. WIRE","","ELECTRICAL","","ELECTRICAL","","",5.89,5.89,5.35,4.91,4.41,2.943,2.943,,"",,,"3004","WCN2-BK2","","",-18,0,,,29,0,"",68,68,378.85,378.85,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","4/19/2022","9:59:32 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534438550812563","WCN2-RD2","CTW","50FT 2GA RED WIRE","","ELECTRICAL","","ELECTRICAL","","",5.89,5.89,5.35,4.91,4.41,2.943,2.513,,"",,,"3004","WCN2-RD2","","",-310,0,,,375,0,"",410,410,2309.45,2309.45,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","4/19/2022","9:59:32 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534439169000755","1-02-38","CTW","2GA. LUG","","ELECTRICAL","","ELECTRICAL","","",1.69,1.69,1.53,1.41,37.48,0.8435,0.8572,,"",,,"3004","1-02-38","","",35,0,,,-23,0,"",90,90,144.58,144.58,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","4/19/2022","9:59:32 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534439342953678","1-02-16","CTW","2GA. 5/16IN. LUG","","ELECTRICAL","","ELECTRICAL","","",1.69,1.69,1.53,1.41,1.26,0.8435,0.8892,,"",,,"3004","1-02-16","","",225,,,,-225,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","8/23/2019","2:18:10 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534738758046173","2005","KINEDYNE","F-TRACK 10FT SECTIONS","","COMMERCIAL","","COMMERCIAL","","",45,45,45,40,25.26,16.85,16.85,,"",,,"8727","2005","8727","2005",,0,,,4,,"",4,4,107.96,107.96,"","","","","","","","","",,,,"","","","",False,,True,,,"Cargo Equipment Corp","(888) 557-8727","Cargo Equipment Corp","(888) 557-8727",,"","","12/6/2016","4:14:47 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534739111156722","1816-1","KINEDYNE","F-SERIES ROUND BARS 79'-93'","","COMMERCIAL","","COMMERCIAL","","",140,140,140,140,102.7,68.5,68.5,,"",,,"8727","1816-1","","1816-1",,0,,,16,,"",16,16,1759.84,1759.84,"","","","","","","","","",,,,"","","","",False,,True,,,"Cargo Equipment Corp","(888) 557-8727","","",,"","","12/6/2016","5:29:56 PM",,,"","","",,,,,,,"","","","","","","","",,""
"53483317953186","STB-L5630AC","CTW","MAGNET CLEAR LENS/AMBER-CLEAR BAR","LED MINI BAR","LIGHTS","SHOWROOM","LIGHTS","04-24-14","EACH",430,430,430,395,359.75,239.95,239.95,,"",,,"3004","STB-L5630AC","","STB-L5630AC",0,0,,,1,,"",1,1,400,400,"","","","","","","","","",,,,"","","","",,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","10/21/2020","4:50:21 PM",,,"","","",,,,,,,"","","","","","","","",,""
"534833715718459","STB-L5600AC","CTW","PERM CLEAR-AMBER/CLEAR","LED LIGHT BAR","LIGHTS","","LIGHTS","04-24-14","EACH",359.95,359.95,359.95,329.95,299.78,199.95,199.95,,"",,,"3004","STB-L5600AC","","STB-L5600AC",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","4/5/2018","10:50:00 AM",,,"","","",,,,,,,"","","","","","","","",,""
"534833841156423","STB-L244D-30","CTW","STAR LED HIDE-AWAY W/ 30' CABLE","3 COLORED LENSES IN KIT","LIGHTS","","LIGHTS","04-24-14","EACH",160,160,160,150,134.86,89.95,89.95,,"",,,"3004","STB-L244D-30","","STB-L244D-30",,,,,-1,1,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","12/1/2016","11:17:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"535945969375503","FW811L","C.R. LAURENCE","13-14 NV200 DRV SLID DOOR WIND","CLAMP RING","WINDOWS","","WINDOWS","","",375,375,375,355,243.55,174,162.45,,"",,,"","FW811L","","FW811L",1,0,1,,-1,0,"",2,2,710,710,"","","","","","","","","",,,,"","","","",False,,True,,,"C. R. Laurence Co., Inc.","(800) 421-6144","","",,"","","9/29/2021","2:40:49 PM",,,"","","",,,,,,,"","","","","","","","",,""
"535949530593485","WCN1/0-RD2","CTW","1 OT GA. WIRE","","ELECTRICAL","","ELECTRICAL","","",9.62,9.62,8.74,8.02,7.21,4.809,4.809,,"",,,"3004","WCN1/0-RD2","","",50,,50,,-50,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","5/6/2014","1:50:32 PM",,,"","","",,,,,,,"","","","","","","","",,""
"535949641968495","FH-166","CTW","FUSE HOLDER","","ELECTRICAL","","ELECTRICAL","","",29.4,29.4,26.73,24.5,22.04,14.7,14.7,,"",,,"3004","FH-166","","",3,,3,,-3,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","12/21/2018","10:47:10 AM",,,"","","",,,,,,,"","","","","","","","",,""
"535949696656107","F-ANL-250","CTW","ANL 250 AMP FUSE","","ELECTRICAL","","ELECTRICAL","","",23.4,23.4,21.27,19.5,17.54,11.7,11.7,,"",,,"3004","F-ANL-250","","",3,,3,,-3,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","5/6/2014","1:50:33 PM",,,"","","",,,,,,,"","","","","","","","",,""
"535949743421752","1-10-38","CTW","LUG","","ELECTRICAL","","ELECTRICAL","","",2.5,2.5,2.28,2.09,1.88,1.252,1.254,,"",,,"3004","1-10-38","","",40,,10,,-40,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","12/2/2016","5:48:11 PM",,,"","","",,,,,,,"","","","","","","","",,""
"535949782203252","1-10-16","CTW","LUG","","ELECTRICAL","","ELECTRICAL","","",2.5,2.5,2.28,2.09,1.88,1.252,1.3436,,"",,,"","1-10-16","","",80,,10,,-80,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"CTW","","","",,"","","11/4/2021","1:17:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"536","V158","OWENS","VINYL TAPE 1 3/4'WIDE","SOLD BY FOOT","ALUM BDS.","","MISC.","V158","EACH",0.55,0.55,0.5,0.45,0.3,0.14,0.14,,"",False,,"1044","V158","","",37,20,300,50,231.5,,"",0,0,0,0,"","","","","","","","","",,0,0,"42-085 PART# WHEN ORDERING","","2/18/2001","Y",False,False,True,False,False,"OWENS","(800) 253-2001","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"536137949343748","15949","A.R.E.","VENT E-Z OPEN SILVER","","PARTS","","PARTS","11-01-21","EACH",47.8,47.8,47.8,47.8,35.83,23.9,23.2311,,"",,,"7177","15949","","15949",3,2,1,,3,0,"",101,101,4018.5,4018.5,"","","","","","","","","",,,,"","","","",False,,True,,,"A.r.e.","(800) 824-9561","","",,"","","6/21/2022","2:51:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"536539371609401","8002466","YAKIMA","HANDCUFF LOCK CABLE RIDGEBACK","","LOCKS","","LOCKS","12-01-18","EACH",49,49,49,49,44.98,30,32,,"",,,"1250","8002466","","8002466",1,0,1,0,-1,0,"",6,6,248.5,248.5,"","","","","","","","","",,,,"","","","",False,,True,,,"Yakima","(888) 925-4621","","",,"","","5/17/2022","1:08:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"536763666421615","110701","FX TOOLBOX","69'SINGLE LID STD TOOLBOX","","COMMERCIAL","","TOOLBOX","","",365,365,365,360,354.6,236.52,226.415,,"",,,"0401","110701","","110701",,0,1,,-1,0,"",5,5,1792,1792,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","9/12/2017","1:02:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"536937299843305","ET-202-2","CTW","DUCT TAPE  2' x 60 YDS","","MISC","","MISC","","",15.6,15.6,14.18,13,11.69,7.8,7.32,,"",,,"3004","","","",12,,,,-12,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","1/9/2015","5:08:40 PM",,,"","","",,,,,,,"","","","","","","","",,""
"537258983015348","FW812L","C.R. LAURENCE","NISSAN NV200 LT REAR QTR WINDOW","CLAMP RING","WINDOWS","","WINDOWS","","",375,375,375,335,247.9,165.35,165.35,,"",,,"","FW812L","","FW812L",,0,,,,,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"C. R. Laurence Co., Inc.","(800) 421-6144","","",,"","","9/29/2021","2:41:06 PM",,,"","","",,,,,,,"","","","","","","","",,""
"537363401421203","12943","A.R.E.","LID ADJUSTER WEAR PAD W/ TAPE","","PARTS","","PARTS","11-01-21","EACH",1.56,1.56,1.56,1.56,0.78,0.52,0.47,,"",,,"7177","12943","","12943",6,,10,,-6,0,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:09:31 PM",,,"","","",,,,,,,"","","","","","","","",,""
"537363478156832","15496","A.R.E.","LID ADJUSTER WEAR PAD W/ VELCRO","","PARTS","","PARTS","11-01-21","EACH",1.59,1.59,1.59,1.59,0.79,0.53,0.4969,,"",,,"7177","15496","","15496",16,0,10,,-22,0,"",14,14,21.42,21.42,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","1:25:30 PM",,,"","","",,,,,,,"","","","","","","","",,""
"537435316328740","82740","WEATHERTECH","14-C GM DBL CAB RAINGRDS 4PC.DARK","","4 PC DRK","","RAINGUARDS","","",114.95,114.95,114.95,110,107.8,71.9,73.28,,"",,,"","82740","","82740",1,0,1,,2,0,"",45,45,4899.16,4899.16,"","","","","","","","","",,,,"","","","",False,,True,,,"Mac Neil Automotive","(630) 769-0300","","",,"","","11/29/2021","1:04:16 PM",,,"","","",,,,,,,"","","","","","","","",,""
"538241036536333","TFX1010","TRAIL FX","14-18 GM 6.5' TRIFOLD TONNEAU","$35 INSTALL","TONNEAU","","SOFT FOLD","05-06-19","EACH",375,375,375,375,281.63,208.86,208.86,,"",,,"0401","TFX1010","","TFX1010",1,0,1,0,-2,0,"",51,51,16030.28,16030.28,"","","","","","","","","",1,1,1,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","2/28/2022","12:52:14 PM",,,"","","",,,,,,,"","","","","","","","",,""
"538241141853184","TFX1009","TRAIL FX","14-18 GM 5.5' TRIFOLD TONNEAU","$35 INSTALL","TONNEAU","","SOFT FOLD","05-06-19","EACH",375,375,375,375,281.63,208.86,219.99,,"",,,"0401","TFX1009","","TFX1009",1,0,0,0,2,0,"",23,23,7280,7280,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","7/25/2022","12:02:25 PM",,,"","","",,,,,,,"","","","","","","","",,""
"538252157248605","715719","DM","VELVAC 10' CROSSVIEW MIRROR BLACK","06 SPRINTER / MAY FIT 07","COMMERCIAL","","MIRROR","","",145,145,145,125,134.93,90,90,,"",,,"1061","715719","","715719",1,,1,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"D & M Distributors, Inc.","","","",,"","","5/29/2014","3:53:33 PM",,,"","","",,,,,,,"","","","","","","","",,""
"538743720767345","3010-TC","RANGER","ALUM TRANSIT SOLID PARTITION","1 HOUR LABOR / QUICK SHIP","PARTITION","","PARTITION","01-01-22","EACH",829,829,829,746.1,720.87,480.82,394.98,,"",,,"5321","3010-TC","","3010-TC",0,0,1,0,6,0,"",38,38,18892.38,18892.38,"","","","","","","","","",,,,"ALUMINUM 38 LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","2:52:24 PM",,,"","","",,,,,,,"","","","","","","","",,""
"539735514690269","240#","DM","12V HARD WIRE BACK UP BEEPER","","SAFETY","","BACKUPBEEP","","EACH",59,43.95,42.5,40,34.48,23,23,,"",,,"1061","240#","","240#",4,4,10,2,4,0,"",4,4,163.95,163.95,"","","","","","","","","",,,,"","","","",,,True,,,"D & M Distributors, Inc.","","","",,"","","9/28/2021","11:52:28 AM",,,"","","",,,,,,,"","","","","","","","",,""
"54004329287049","118036","TOW READY","6-WAY ROUND CAR END","","TOWING","","WIRING","","",19.99,19.99,19.99,19.99,10.09,6.73,6.73,,"",,,"0401","118036","","",,0,,,1,0,"",3,3,59.99,59.99,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","8/15/2018","10:11:35 AM",,,"","","",,,,,,,"","","","","","","","",,""
"540246471582574","118137","TOW READY","L BRKT FOR 6/7 WAY BRKT 1 OF 2","","TOWING","","MISC","","",10,10,10,10,6.34,4.23,4.23,,"",,,"0401","118137","","118137",0,0,1,,-2,0,"",1,1,10,10,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","6/24/2016","5:31:43 PM",,,"","","",,,,,,,"","","","","","","","",,""
"540247440542804","118136","TOW READY","6 WAY MTG BRKT 2 OF 2","REQUIRES 118137 BRKT.","TOWING","","MISC","","",15,15,15,15,10.99,7.33,7.33,,"",,,"0401","118136","","118136",1,0,1,,2,0,"",1,1,15,15,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","4/9/2018","5:11:27 PM",,,"","","",,,,,,,"","","","","","","","",,""
"540357823041708","250-8094","ROSTRA","TRANSIT IR CAM LIC PLT LIGHT","","SAFETY","","VIDEO","","",130,130,130,115,104.95,70,70,,"",,,"4853","250-8094","","250-8094",0,0,1,,0,0,"",1,1,120,120,"","","","","","","","","",,,,"","","","",False,,True,,,"Rostra","(800) 782-3379","","",,"","","7/22/2014","10:16:10 AM",,,"","","",,,,,,,"","","","","","","","",,""
"540758591889310","8493-08114","CTW","8x1-1/4 PHILLIPS HEAD SELF TAP","","MISC.","","MISC.","","",0.22,0.22,0.2,0.18,0.16,0.2401,0.2174,,"",,,"3004","8493-08114","","",1800,,,,-1800,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","5/21/2019","9:35:44 AM",,,"","","",,,,,,,"","","","","","","","",,""
"540758790680840","4783-029","CTW","NYLON INSTER LOCK NUT 1/4-20","","MISC.","","MISC.","","",0.06,0.06,0.05,0.05,0.04,0.0285,0.1092,,"",,,"3004","4783-029","","",400,,,,-400,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","9/29/2015","11:30:02 AM",,,"","","",,,,,,,"","","","","","","","",,""
"540758847250315","0302-585","CTW","GRD5 HEX CAP BOLT 5/16-18x1 1 1/4","","HARDWARE","","SHOP","","",0.43,0.43,0.39,0.35,0.32,0.213,0.2168,,"",,,"3004","0302-585","","",400,,200,,-500,100,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","2/23/2021","2:30:42 PM",,,"","","",,,,,,,"","","","","","","","",,""
"54114532372985","63845","DRAW TITE","2' x 1' x 2 1/8' CHROME BALL","","TOWING","","HITCH BALL","","",19.5,19.95,19.95,17,7.95,8.1,8.1,,"",,,"0401","63845","","63845",0,1,4,,8,0,"",21,21,349.45,349.45,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","9/28/2021","11:53:36 AM",,,"","","",,,,,,,"","","","","","","","",,""
"541462635860556","6502","REESE","CARGO CARRIER FOLDING 48'x 20'","*** FITS 2' RECEIVER **","TOWING","","CARGO","","",249.95,249.95,249.95,225,182.52,163.12,163.12,,"",,,"0401","6502","","6502",1,,1,,0,0,"",3,3,599.85,599.85,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","4/5/2021","3:51:50 PM",,,"","","",,,,,,,"","","","","","","","",,""
"54155812688545","59102","ROLA","CARGO BAG 49 x 19 x 18 - 11.5 CU","** EXPANDABLE HEIGHT TO 22' **","TOWING","","CARGO","","",84.95,84.95,84.95,75,68.44,45.65,45.65,,"",,,"0401","59102","","59102",0,,1,,1,,"",1,1,75,75,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","","",,"","","8/15/2018","9:02:20 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542236006200329","STB-244Q-25","CTW","STROBE KIT","","COMMERCIAL","","LIGHTING","","",420,420,420,385,328.94,219.4,219.4,,"",,,"3004","STB-244Q-25","","",0,,1,,-2,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","7/15/2014","10:13:16 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542245951583318","STB5028-A","CTW","AMBER STROBE CLASS I LED 6 11/16'","","SAFETY","SHOWROOM","LIGHTING","07-08-14","EACH",209.95,209.95,209.95,189.95,175.71,117.2,117.2,,"",,,"3004","255HTCLV-A","","",,0,,,2,,"",1,1,189.95,189.95,"","","","","","","","","",,,,"","","","",,,True,,,"Ctw Electrical Co., Inc.","(800) 428-3004","","",,"","","12/6/2016","5:11:05 PM",,,"","","",,,,,,,"","","","","","","","",,""
"542246790602855","255TC","DM","AMBER STROBE LED 6 3/4'","","SAFETY","SHOWROOM","LIGHTING","07-08-14","",50,50,50,50,0,0,0,,"",,,"1061","255TC","","255TC",0,,,,1,,"",1,1,45,45,"","","","","","","","","",,,,"","","","",,,True,,,"D & M Distributors, Inc.","","","",,"","","9/28/2021","11:52:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542358092472592","T-HW519202","CENTURY","PLASTIC CAM FOR T-HANDLE","","PARTS","","CAP PARTS","","",1.5,1.5,1.5,1.5,0.58,0.39,0.39,,"",,,"","T-HW519202","","T-HW519202",6,,6,,-6,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","9/28/2021","11:46:58 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542934711686172","TBO2","A.R.E.","TOOL BOX OPT #2","ALL TRUCKS","TOOL BOX","","CAP OPTION","11-01-21","EACH",374,374,374,374,347.83,232,232,,"",,,"7177","TBO2","","TBO2",0,0,,,0,0,"",4,4,1364,1364,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","5/19/2022","3:17:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"542934781584844","TBO3","A.R.E.","TOOL BOX OPT #3","ALL TRUCKS","TOOL BOX","","CAP OPTION","11-01-21","EACH",348,348,348,348,323.84,216,175,,"",,,"7177","TBO3","","TBO3",,0,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","11/1/2021","10:14:54 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542934844531290","TBO4","A.R.E.","TOOL BOX OPT #4","ALL TRUCKS","TOOL BOX","","CAP OPTION","11-01-21","EACH",348,348,348,348,323.84,216,216,,"",,,"7177","TBO4","","TBO4",0,0,,,0,0,"",1,1,348,348,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","7/20/2022","2:56:56 PM",,,"","","",,,,,,,"","","","","","","","",,""
"542934900477732","TBO5","A.R.E.","TOOL BOX OPT #5","FULL SIZE TRUCKS ONLY","TOOL BOX","","CAP OPTION","11-01-21","EACH",363,363,363,363,337.33,225,190,,"",,,"7177","TBO5","","TBO5",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","11/1/2021","10:15:42 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542934967629779","TBO6","A.R.E.","TOOL BOX OPT #6","FULL SIZE TRUCKS ONLY","TOOL BOX","","CAP OPTION","11-01-21","EACH",329,329,329,329,305.85,204,175,,"",,,"7177","TBO6","","TBO6",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","11/1/2021","10:16:08 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542935028881224","TBO7","A.R.E.","TOOL BOX OPT #7","FULL SIZE TRUCKS ONLY","TOOL BOX","","CAP OPTION","11-01-21","EACH",410,410,410,410,380.81,254,230,,"",,,"7177","TBO7","","TBO7",0,2,,,-1,1,"",2,2,726,726,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","4/28/2022","9:54:38 AM",,,"","","",,,,,,,"","","","","","","","",,""
"542935137319581","TBO8","A.R.E.","TOOL BOX OPT #8","FULL SIZE TRUCKS ONLY","TOOL BOX","","CAP OPTION","11-01-21","EACH",374,374,374,374,347.83,232,188,,"",,,"7177","TBO8","","TBO8",,,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","11/1/2021","10:16:57 AM",,,"","","",,,,,,,"","","","","","","","",,""
